epoch,decoded_output_loss,encoded_output_loss,loss,val_decoded_output_loss,val_encoded_output_loss,val_loss
16,0.06739217787981033,3.0350624001584947e-05,0.06742242723703384,0.06761336326599121,2.9106089641572908e-05,0.06764248013496399
17,0.06739544868469238,2.866940849344246e-05,0.06742406636476517,0.06758043169975281,2.7603500711848028e-05,0.06760802865028381
18,0.06738010048866272,2.7084533940069377e-05,0.06740722060203552,0.06758671253919601,2.6312873160350136e-05,0.06761301308870316
19,0.06737709045410156,2.5793089662329294e-05,0.06740289181470871,0.06761141121387482,2.4978113287943415e-05,0.06763642281293869
20,0.06737344712018967,2.4427916287095286e-05,0.06739795207977295,0.06758445501327515,2.3862266971264035e-05,0.0676082894206047
21,0.06736656278371811,2.3306231014430523e-05,0.06738988310098648,0.0675835907459259,2.300973574165255e-05,0.06760655343532562
22,0.06735943257808685,2.2341542717185803e-05,0.06738176941871643,0.06759156286716461,2.1766534700873308e-05,0.06761331856250763
23,0.06736154109239578,2.1380368707468733e-05,0.06738292425870895,0.06758859008550644,2.1137118892511353e-05,0.06760971248149872
24,0.06735435873270035,2.053401476587169e-05,0.06737491488456726,0.06755239516496658,2.0074572603334673e-05,0.0675724670290947
25,0.06735502928495407,1.980874912987929e-05,0.0673748329281807,0.06756257265806198,1.9244647774030454e-05,0.06758179515600204
26,0.06735455244779587,1.898813025036361e-05,0.06737349927425385,0.06758476048707962,1.86196957656648e-05,0.06760339438915253
27,0.06735419481992722,1.833021997299511e-05,0.06737248599529266,0.06755537539720535,1.797730328689795e-05,0.06757336109876633
28,0.06734774261713028,1.7581940483069047e-05,0.06736525893211365,0.06757472455501556,1.7429088984499685e-05,0.06759215146303177
29,0.06734628230333328,1.700810025795363e-05,0.06736330687999725,0.06753187626600266,1.6967085684882477e-05,0.06754887104034424
30,0.06733938306570053,1.6560243238927796e-05,0.06735599786043167,0.06756924092769623,1.6434543795185164e-05,0.06758564710617065
31,0.06734246760606766,1.604488534212578e-05,0.06735854595899582,0.06755264103412628,1.587896258570254e-05,0.06756848096847534
32,0.06733931601047516,1.5585808796458878e-05,0.06735491007566452,0.06757180392742157,1.5372645066236146e-05,0.06758718937635422
33,0.06733342260122299,1.510096262791194e-05,0.06734856218099594,0.06755049526691437,1.4931929399608634e-05,0.0675654336810112
34,0.06733714789152145,1.4689801901113242e-05,0.06735188513994217,0.06753572076559067,1.4639338587585371e-05,0.06755033880472183
35,0.06733492016792297,1.4290185390564147e-05,0.0673491582274437,0.06757854670286179,1.4124459084996488e-05,0.06759267300367355
36,0.06733182072639465,1.3873410352971405e-05,0.06734570115804672,0.06753899902105331,1.3882649000152014e-05,0.06755293160676956
37,0.06733247637748718,1.355651875201147e-05,0.06734609603881836,0.06753349304199219,1.3509520613297354e-05,0.06754699349403381
38,0.06733325868844986,1.3178088920540176e-05,0.06734646111726761,0.06753984093666077,1.317355054197833e-05,0.06755300611257553
39,0.0673307478427887,1.2883298040833324e-05,0.06734365969896317,0.06754375994205475,1.2841859643231146e-05,0.06755664199590683
40,0.06732804328203201,1.2656613762374036e-05,0.06734070181846619,0.06755764037370682,1.2640220120374579e-05,0.06757029891014099
41,0.06732410937547684,1.2284050171729177e-05,0.06733638793230057,0.06753196567296982,1.2240460819157306e-05,0.06754421442747116
42,0.06732995808124542,1.200724182126578e-05,0.06734198331832886,0.06757312268018723,1.2008583325950895e-05,0.06758511066436768
43,0.0673181414604187,1.1780804015870672e-05,0.06732992082834244,0.06755431741476059,1.1842909771075938e-05,0.0675661489367485
44,0.06732668727636337,1.153962602984393e-05,0.06733821332454681,0.06759044528007507,1.146568320109509e-05,0.06760192662477493
45,0.06732328981161118,1.1297659511910751e-05,0.06733459234237671,0.0675460621714592,1.1325249033689033e-05,0.0675574243068695
46,0.06731480360031128,1.1030701898562256e-05,0.06732582300901413,0.06753241270780563,1.1089321560575627e-05,0.06754348427057266
47,0.06731739640235901,1.0801471034938004e-05,0.06732811033725739,0.06755393743515015,1.0838052730832715e-05,0.06756476312875748
48,0.06731664389371872,1.059203532349784e-05,0.06732728332281113,0.06752879917621613,1.0659280633262824e-05,0.06753949075937271
49,0.06731873750686646,1.036028697853908e-05,0.06732911616563797,0.0675048977136612,1.0433069292048458e-05,0.06751532107591629
50,0.06731319427490234,1.0248908438370563e-05,0.06732335686683655,0.06754518300294876,1.0242909411317669e-05,0.06755539029836655
51,0.06732174754142761,1.0025088158727158e-05,0.06733178347349167,0.06756334751844406,1.0049117008747999e-05,0.06757339090108871
52,0.06731808185577393,9.841640348895453e-06,0.06732791662216187,0.06753399223089218,9.874847819446586e-06,0.0675438791513443
53,0.06732022762298584,9.681096344138496e-06,0.06732988357543945,0.0675015076994896,9.80532422545366e-06,0.06751129031181335
54,0.06731259822845459,9.538739504932892e-06,0.06732217967510223,0.06752576678991318,9.50517915043747e-06,0.06753525882959366
55,0.06731421500444412,9.33220871957019e-06,0.06732352077960968,0.06753457337617874,9.421793038200121e-06,0.06754402071237564
56,0.0673082023859024,9.220168976753484e-06,0.06731744110584259,0.06751774251461029,9.225443136529066e-06,0.06752698123455048
